content,label
알리는 저 중에서 3손가락 안에 꼽힘,0
이미 영화도 찍었을 듯. 주성치 나오고,0
페까지만 이건 ㅇㅈ,0
do you know uzi?,0
ㅇㅇ + 씨맥케이스,0
제트선에서 정리,0
너무 갔어 선수들이 어려워한다고 인터뷰 많이 나옴,0
쵸비 라인전은 부정 못함,0
도파가 인정했다 이말이야,0
디시에서 드립은 만갤이 잘침,0
선수들이 받을 스포트라이트를 너무많이 가져간감이 많음,0
나만 재미없나?,0
사람마다 다를 수 있지,0
근데 그리핀 팬은 씨맥팬 중심이고 슼팬은 페이커팬 중심이라 저렇게까지 팀 씹창나면 즙이 한 마디 해서 양대인 담궜을 듯 ㅋㅋ,1
롤판 최악의 팬덤은 대꺠맥이랑 초기견같다,0
놔둬라 정확한 사태가 판단 안되는 돌대가리들 천지임 머리가 나쁜걸 우찌할끼고,0
씨맥 슼으로 따지면 김정균 이상 위친데 비유가 잘못됐노 ㅋㅋ,0
협박 받고 있는 거 아니냐,0
그럼 지 감독 능력없다고 할까,0
킹겐이 대깨맥이라 쉴드 쳐주는 거,0
"2년차 2명, 신인2명(오너 구마) 인데 자금력? 심지어 칸나도 슼에서 키움ㅋㅋ",0
커즈케리아 영입 그전엔 칸클리드테디영입 ㅇㅇ,0
지금은 21년인데 19년도 얘기하는 병신ㅋㅋ,0
계약 올해까지아님? 걍 나갈걸 이미 오더 자리잡음,0
나이트도 작년 월즈 때 잘했는데? 팀원들이 못한거지? 프나틱전 나이트 아니었으면 올라갔을거 같음?,0
지랄 ㅋㅋ 프나틱전도 카사가 다 했다 나이트는 줏어먹은 거지 카사가 차주는거 ㅋㅋ,0
나이트 drx전 1차미드에서 3인궁 빼고 클러치 플레이도 없음 ㅋㅋ 차라리 카사가 클러치 플레이어였지,0
둘이 친하냐,0
세나,0
원,0
본인 미드 조이였음,0
ㅊㅋ,0
너가졌네,0
혜지년해서 그런거임,0
상대미드한테 벽느끼고 아헤가오하는 페이커보단낫지,0
무관의 아헤가오는 언제 끝나냐,0
그 아헤가오보다 6위나 밀리는 미드가 있다?,0
개찐따마냥 아헤가오하는 움짤 자꾸 생각나노ㅋㅋㅋ,0
"칸나, 오너가 지금처럼 크지 못하는 건 진짜일 듯 ㅇㅇ",0
+ 팀이 지고있을때 역전안나옴,0
최근티원이랑했던 1세트 지고있다가 역전한건데?ㅋㅋㅋ,0
쵸기견 아니랄까봐 ㅋ,0
즙독답다 팩트앞에 할말없으니 비하만해대노ㅋㅋ,0
이딴망상 왜함?ㅋㅋㅋ 그 새끼 T1올일없는데,0
ㅋㅋㅋ 이론상 최강팀,0
ㅋ 탑도 바꾸긴 해야함. 탑 너구리사고 정글 커즈사면 좋냐?,0
와 쵸비 지능에 커즈 지능을 얹으면ㄷㄷㄷ,0
lck자체가 인기없어 슼빼곤,0
롤-슼=0 그냥 닥치고 외워,0
인기가 없다기엔 슼제외 압도적인데,0
롤갤만 담갈이 ㅈㄴ 많고 유튜브는 슼팬이 훠얼씬많음,0
난 담원 응원함,0
lck = t1 기억해둬라,0
그나마 이것도 많은거임 티원 대 젠지가 결승전이였으면 ㅋㅋㅋ,0
최소 8강 최대 8강 예상,0
킹즈리얼,0
닉네임이 케틀인데 이즈고르라고하네..ㅋㅋㅋㅋㅋ 케틀 요즘 별로인거야?,0
딱히 좋은편도 아니고.. 이즈 조금만 연습하고 감 잡으면 되게 재밌엉,0
이즈지 트리는 싼편이고 케틀은 그닥,0
케틀받고 스타터팩(바텀) 사셈,0
스타터팩(바텀)구성: 이즈 베인 루시안/ 각 스킨1개/ 경험치부스터 / 룬페이지,0
롤드컵 한번 더 올리고 리그 우승도 5-6번쯤 하면,0
그렇게 못하고 은퇴하면 크라운이나 폰정도로 끝일걸,0
^물로켓^,0
결승갔는데 물로켓이면 아닌놈이 없노ㅋㅋ,0
^즙썀뿅^,0
병신ㅋㅋㅋ,1
물로켓찌이이익~~~,0
무력도르도 8위딱이면 걍 서밋 하위급 취급당한다 쵸비는 항상 무력으로 다 찍어누르고 다녔음? 못할때도 확실히 있었는데,0
1뎃을 하면 팀이 망한다고 할정도로 날라다녔으니깐 올해 쵸비 솔까 꾸준히 잘했음? 누가봐도 개못한적도 많음,0
대놓고 팬들도 태업하는거 아니냐 소리까지 들은 경기도 많이 나옴,0
마갤이나 팬사이트에서도 지들이 인정한 내용인데? 오른잡고 똥싼날 날짜대비헤서 검색이라도 쳐해보던가,0
지표도르 라인전도르 그렇게 빨리던 기인 지금 이만큼 언급됨? 그냥 중위딱선수로 박혀버렸지,0
탑연봉1위 쳐먹은것도 그런 과거 커리어땜시 빨리는거잖아 결국 중위딱선수로 지금은 그렇게 박혀버렸고  쵸비도 마찬가지로 과거커리어땜시 이만큼 빨리는거임 페이커랑 다를바없음,0
할말없으니 패드립으로 나오노 ㅋㅋㅋㅋㅋㅋ 항상 쵸독새끼들 까이면 패드립으로 마무리짓더라,0
관계자 선수들 전부다 기인 존나빨아줫지 과거에 존나 잘한것도 있었고 ㅇㅇ 결국 3년내내 중위딱 선수로 마감됫고 쵸비도 다를바없다,0
쵸비가 내년에 쇼메처럼 lck우승 롤컵우승이라도 하지 않는이상 퇴물이라고 봐야지,0
저항군이 낫다,0
정복자는 저항군이 멋있고 난입은 악물제가 더멋있음,0
오우 디테일 제이스좀치나봐,0
성기사 제이스빼고 다 써봤는데 전투사관학교가 제일 좋던데 부캐는 저항군 제이스만 있었는데 내 취향이이상한건가 진짜 기본스킨보다 별로라 전투사관학교삼,0
Qt,0
그거 오랫동안 해야대,0
누가 물어봣나,0
헐 남호야 너 롤갤하냐,0
왕자영요,0
크로스파이어 던파,0
원신아님?,0
던파,0
너구리가 모든 밈의 중심이었는데 당연하지,0
ㄹㅇ 담원 밈 전멸함 ㅋㅋ,0
와꾸 자체는 이정현이 좀 더 내취향이긴함 윤수빈이 못생긴 건 아닌데 걍 취향차이,0
ㄹㅇ ㅋㅋ 근데 그전에 쵸비는 우승부터 하면 좋을뜻,0
네다음 개븅신 인생막장 쵸기견ㅋㅋ,1
와 쵸기견은 진짜 충성심 지리는듯 우승한번도 못한 미드를 올려치기 ㅈㄴ해주네,0
고버지 어때? ㅎㅎ 23년에 풀려,0
페이커는 에이징커브 되게 늦게온편임,0
아 그런거?,0
페이커가 에이징커브가 빨리왔다라 지금 당장도 결승갔는데,0
대깨맥 왈) 감독이 쵸비 발굴했엉!,0
의미없는새기가 핵심이니까 까는거자나 지능없는새기야 ㅋㅋㅋ,1
이새낀 진짜 머리 나쁜득,1
선수의 급이 다르잖아,0
좆도 아닌새끼가 핵심역할한다고 나대니깐 까는거지,1
뭐라는거임,0
ㄹㅇ 내려칠 것도 없는데 어떻게 내려침,0
어떤데?,0
바론무새 vs cs무새,0
정글없어도 라인전하는 쵸비 혼자크면 신인 커즈 ㅋㅋ,0
보지에 뽀뽀 해줄게,1
흐아..,0
이번에 선발전 다음주 화수목,0
31일부터임 화수목,0
G2는 담원이 떨어진 급이지 원래 시드 한 자리 맡아놓는 팀인데,0
프나틱이 t1아닌가? 제일 근본이잖아,0
ㅋㅋ 불가능하네,0
시발 커리어 좆되긴 하네 ㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋ 2025년?,0
군대를 2번갔다와도 불가능이노ㅋㅋㅋ,0
ㅁㅊㅋㅋㅋㅋㅋ,0
ㅋㅋ 바로 비추 찍힌 게 좆나 웃기노 ㅋㅋ,1
쇼메가 lck미드한정 페이커 다음임,0
비추 뭔데 ㅋㅋㅋ,0
슼이 결승 지면 선발전 갈겅,0
3차전은 3시드 4시드 결정하는거야,0
그럼 1차전 한농 2차전 한농승자 vs 젠지 3차전 슼 vs 2차전 승자임?,0
ㄴㄴ 젠지는 담원 우승시 2시드 확정이고 샌박도 선발전 감,0
슼이지든안지든 선발전감 ㅂㅅ새끼야 아는척자제좀,0
? 뭔소리임 젠지는 담원 우승시 직행이고 티원은 우승하면 당연히 1시드로 직행이지,0
응 좆까고 정신병자 짐승견들 데리고 짱깨로 ㄱㄱ,2
윤수빈 아나운서 아카데미에서 남친 사귀었었음,0
그걸믿노,0
여대출신이잖아,0
퍽이나 믿겠다 ㅋㅋ,0
방송을 안하지 페이커는,0
팡머되면 그것도 그거대로 존나 웃길 거 같은데,0
돈이 많아서 그럴 필요가 없을듯,0
생계가 아니라 취미로 하는 방송이면 굳이 광대까진 안해도 되지 않나,0
먼저 빈집드립 치던거 누구?,0
물로켓찌이이익~,0
ㄴ 반박 못하고 이지랄하는건 급식견밖에 없는데,0
반박을 왜함 ㅋㅋㅋㅋ20빈집맞음 빈집도 못터는 느그혁,0
ㄴ 그래 급식아 니말이 다맞아~,0
처음에 15빈집론펼치던게 누군데ㅋㅋㅋ,0
걍 레전드 인생이네 ㅋㅋ,0
팩트긴함,0
금금마마,0
닥쳐 병신새끼야,1
박박 짜짜,0
표식은 기본기 다져야함,0
개입이 없을때 가장 강한 미드와 정글 ㅋㅋ,0
진혁이 슼갈이네 실망이다,0
ㅋㅋㅋㅋㅋㅋㅋㄹㅇ,0
15분의 진에어도 10등이엿고 ㅋㅋ,0
걍 쇼메 페이커가 다해먹는게 배알꼴리니까 그런거인듯,0
짱깨가 많이하면 걍 인기겜이지 인구가 넘사인ㄷ0,0
모바일게임이니까 롤보다 인기가 많은거임,0
중국 군대에서 저거 안하면 간첩소리듣는다더라,0
정글도 요샌 피지컬이 중요해져서 서폿은 이니시각 잘보면 어케 중위권까진 가능,0
20때 해두고 나둔 놈들이 ㅈㄴ 많음,0
""" 와 cs 봐 "" <~ 전형적인 병신",1
""" 걍 이새끼들임 ㅇㅇ""",0
노현딱스 정글러임,0
없구만,0
내생각에는 자꾸 올려치기 하니까 까이는듯 걍 8위미드맞는데,0
농심은 최종 4위자나,0
1위 찍었잖아,0
농심 경기보면 알겠지만 라인전 스노우 볼링을 극복 가능한게 한타실력임,0
솔직히농심 경기가 솔랭이었음 이기던쪽에서 서렌나오고 ㅈㄴ 서로 치고 밖고싸운다음 농심 승리함,0
젠지이겻으면 마지막까지 일위햇엇는데 ㄲㅂ,0
쇼메가 지금보다 5배 더 잘해젿도 얘가 8년 혹은 그 이상 더 선수로 뛸거라고 확신을 못하거든 ㅋㅋ,0
쇼메 잘하는 선수인거 맞는데 지금 나이가 17페이커랑 같음. 언제 떡락할지 모르는거긴함,0
Lck미드라이너 유관다합쳐도 페이커못따라가지않나,0
쇼메 폰 크라운합쳐서 롤드컵3개 므시는 폰말고는 없어서 1개 리그는 쇼메2 응디디2 폰1개 윾칼1개 총 5개인데 페이커 롤컵3개 므시2 리그9,0
커리어딸 그다지선호하진않는데 페이커 커리어가 너무벨붕급임. 규격외수준,0
롤도사 ㅇㄷ?,0
망두노빌런,0
https://gall.dcinside.com/mini/tools,0
숭이시야 홍보 굿,0
개독틀딱아님?,1
개독틀딱같은데 진짜 ㅋㅋ,1
저런건 보통 틀딱이던데,0
잼민이는 참을성이 없어서 저렇게 긴 글을 쓰지 않음 보통 시간 널널한 틀딱들이 하지,0
쵸비상,0
난 또 갠방인줄 알았네ㅔ,0
비디디가 해줘야 해요,0
결국 또 돌고돌아서 얘기하는거지만,0
drx하는거 보면 화나겠지 ㅋㅋ,0
화날일만 가득하니깐,0
그리핀 영상이 남아있는진 모르겠는데 그영상보면 항상 화목함 ㅋㅋㅋ 성적좆박으면 늘 화나지,1
노잼차단완료,0
씨발 무슨 머드를 쳐넣었나,1
잊혀진 룬,0
그거 쥐엘피 사라지고 그대로임?,0
ㅇㅇ 만년서리랑 쓰기엔 서로가 서로를 모순으로 만들고 발분 란두인 홍어통구이탱크로 빙결광선 만들 수 있는데 누가 씀 저걸,1
ㅋㅋㅋㅋ최소한 변경이라도 있었을 줄 알았는데;;,0
삭제될듯,0
빙결광선을 다른 방식으로 쓸 수 있게해줘야함,0
만년서리로 대체된 거 아님? 사용법은 거의 다르긴 하지만..ㅋㅋ,0
헉,0
ww,0
ㅈ,0
재밌음?,0
페독 ㅂㄷㅂㄷ,0
이거 찍으려고 폰들고 ㅈㄹ한게 보이니까 더 ㅂㅅ같네,0
위에 페독들 ㅂㄷㅂㄷ하는거 보니 꿀잼이노 ㅋㅋ,0
정신병있노..,0
이게 팩트,0
그전부터 이미 갈드컵은 열렸다,0
그전에 담갈은 갈드컵 한적이 없다 왜 담원이 우승했는데 대깨맥이랑 슼갈만 싸우냐고 담원 = 우승원툴이라고 개추 2천개 박힌것도 있는 판국에,0
그냥 좀 잘나가면 배가 아픈가봄 ㅋㅋ,0
뭔 개소리지 슼은 뺐어가는 입장인데 뭔 시비를 검 담원이 시비를 걸었지,0
?? 뺏어가면서 담원보고 거지팀이라고 저 짤 같은거 만들면서 시비 오지게 털고 다녔는데 과거까지 날조하노,0
그리고 그게 시비면 20시즌에 클리드 뺐어가고 올프로 갸꿀~이러면거 긁은 젠첩이 역체갈임?,0
그건 젠첩이 시비건거 맞는거지 그거랑 역체갈이랑 뭔 상관? 슼갈 악행 넘을 팬덤은 앞으로 나올 수가 없는데,0
좆유입임? 14년에 승부조작 날조로 2달넘게 개지랄떨어서 케스파에소 직접 나서서 보이스 다까고 간담회열고 슼 선수들 담체로 정신병원 갔는데  페까가 역체갈이지 뭔 슼갈이 역체갈임?  반박가능?,1
경찰 죽이고 일가족 죽이고 남의 팬미팅 방해하고 버그 선동에 선수 인신공격에 SNS 테러하고 살해협박에 위협에 이런짓거리를 매일 같이 밥먹듯이 하는 슼갈은 못넘지 ㅇㅇ 니가 말한 그짓거리 한 100번은 더 해야됨 ㄷㄷ,0
경찰죽이고 일가족죽이고 ㅇㅈㄹ 걍 탈레반도 개좆슼갈이고 문재인고 슼갈이라하지 왜,1
"하는짓이 탈레반, 대깨문이랑 비슷하긴 하네 ㅇㅇ",0
무논리 원툴이네 이런애들이 페까하는규나 납득했다 ㅇㅇ,0
니가 페까 악행 말해주길래 슼갈 악행 말해줬는데 내가 무논리면 너도 무논리임 ㄷㄷ,0
저게 가능해?,0
씨맥이 지입으로 군대서 하극상했다고 말하긴함,0
넌 고소,0
롤붕이1임,0
19년은 없어?,0
19 넣을거면 얀코스,0
얘 또 이소리하네 급식련,0
목주름만 어캐 하자,0
페이커 그냥 존나 사랑하면 개추,0
행정직,0
뭘 여기애들한테 양심을 바라냐 ㅋㅋ,0
반지원정대??? 킹존???,0
심지어 칸은 전년도 우승팀 fpxㅋㅋㅋ,0
담원은 돈 많이 써서 우승한 거임?,0
돈 논리면 뭐 ㅋㅋㅋㅋ 혼자 잡아먹히는 논리 아니냐 ㅋㅋㅋㅋ 즙이 돈 제일 많이 받는데?,0
스찌 새끼니까,0
나이트 아이콘이랑 별반 차이 없었음 경기 보고오셈,0
페이커가 위 맞는데? 작년 페이커 롤드컵 못갔다고 엔젤 밑으로 두는 새끼들 ㅈㄴ 많은데 무슨ㅋㅋ,0
니가 경기를 보고와 병신아 ㅋㅋㅋㅋ 지금 개삽질하는 아이콘이랑 또이또이했던 새끼가 나이트임 ㅋㅋ,1
그럼 롤드컵도 몬 온새끼가 리그 결승간 미드보다 위임?ㅋㅋ 병신새끼가 그냥 지 뇌속에 이미 정답 정해놓고 병신논리 박네,1
재미가 없음,0
젠첩들이 억지로 만든 억지밈,0
리그 우승하나라도 있었으면 저런 조리돌림 안당했을라나,0
못 할 거 같으면 비추임?,0
아슼씨 ㅋㅋ,0
즙독 ㅂㄷㅂㄷ,0
글쓰는거보니 개졷갈련맞네 ㅋㅋ,0
원래 만사가 슼이라는 애들임,0
어차피 1렙밖에 안찍으니 막써도됨,0
킹겐,0
975,0
1350이나 975 되겄지,0
봉인된 세체미ㅠ 8위에서 우승가는 그날까지 화이팅,0
그럼 뭐해? 도인비도 쵸비가 lck최고미드라고 하고 페이커도 쵸비 퍼스트 미드 뽑고 쇼메이커 본인도 쵸비가 본인보다 더 잘한다고 하는데 ㅋㅋㅋ,0
누누와,0
눈이 있으면 쵸비가 세체미인거 다 아는 사실 ㅋㅋ,0
ㄴㅇㅁ 강간이나 하셈,2
느금마 강간중,2
이미 다른 프로게이머가 저 발언했으면 프로생활 끝남,0
뱅도 안끝났는데 왜,0
진지하게 뱅인분이랑 저거랑 같다생각함?,0
뱅보다 심한거 같은데?,0
뱅이 더심함ㅋ,0
뱅도 멘탈 심하게 털리고 바로 폼에 지장 왔는데,0
역시 판관 쵸청천 팬한테도 할말은하네,0
쵸비가 자기한테 열폭한다고하는애가 팬이면 뭐,0
진짜 저리 말함? 날조 아님? 워딩이 쎄긴하네,0
팩트임..,0
슼갈 조작글 비추,0
짱깨방송시청할정도면 자기팬아님? 팬한테 저런소리함? 심지어 그사람이 카톡해킹한것도 아니고 본인이 방송하면서 노출했는데?,0
정보)샌박 도유방송 다시보기 하나하나 관음하다가 착짱죽짱 발언 퍼가서 묻어버린 즙갈도있다,0
안을짓을 해야 안아주는거야,0
싫어,0
흥,0
이블린 개병신창년이잖아 6렙전에는 다보이는 음란뷰지,2
골수빨이라고 팀원한테도 개처맞는 허벌년ㅋㅋㅋ,1
같은 실버인데 다른척하네,0
다르면 어쩔건데?,0
그냥 알려줘봐,0
뭘 어째,0
몇시면 급식 안꼬이냐고,0
실버 아니라서 ㅁㄹ,0
니 어딘데?,0
플레,0
생각보다 안높네,0
룰좆이 저길왜끼노,1
딜러진 존나약하네,0
탑은 좀 ㅋ,0
기인 이지랄 ㅋㅋ,0
ㄴㅇㅁ ㅂㅈ 먹으삼 그럼,2
인신공격 해봐라 그래봤자 넌 그냥 방 구석 루저일 뿐이다,0
쇼메 봤을 때 웃음만 나올 듯 ㅋㅋ 진정한 승자는 선미와 윤수빈 아나운서를 팬으로 두고 있는 쇼메다 ㅋㅋ,0
진지하게 이젠 트포 가야함,0
정보)중잭장 한섭 챌천점은 신파떳을때도 트포몰락만감,0
ㅇㅋㅇㅋ,0
궨,0
궨 아니거든,0
캐리가 안되잖아 숟가락은 임팩트도르 없어서 안돼,0
캐리가 안되긴 병신 ㅋㅋ 경기도 안보는 새끼네,1
우승 1시드 준우승 3 or 4시드,0
병원가봐,0
코파지마,0
코옆에 피지 긁은거야,0
더샤이?,0
더샤인 좀 라인도 다르고 고점만 놓고 보면 루키한테도 안됨,0
다데만해도 고점은 즙이상,0
ㅋㅋ어느부분ㅇ?,0
다데는 페즙 고점일때 2렙솔킬 당하고 다녔는데,0
다데 ㅇㅈㄹㅋㅋ,0
폰,0
페이커 고점: 잼구데리고 므시 롤드컵 우승 및 mvp.,0
다데 폰 이지랄 개알못새끼들 ㅋㅋ,1
내가 본 이후로는 그나마 루키 고점이 살짝 비빌만한 정도인데,0
페이커만한 정도는 안되긴 하는듯 그나마 페이커 다음 정도,0
그나마 더샤이 아님?,0
고점은 쵸비 요네임 고전파도 못보여준 포스,0
없음 잼구같은애 데리고 1년내내 국제대회 mvp 다타고다녀야하는데,0
개좆즙 고점은 나름 비비는 애들 있지 않냐 얘만큼 롱런을 못해서 그렇지,1
근데 아무리 생각해도 얘랑 동급이거나 그 이상인 애들은 ㄹㅇ 없는 거 같은데,0
상윤이가 죠스로 보이노,0
무근본의 근본좌가 조스로 보이노?,0
구웬아 왜그래,0
안았다,0
더샤이 98은 ㅋㅋㅋㅋㅋ,0
더샤이 101 아니냐,0
지금 폼이면 절대 안 나옴,0
전성기 기준아님? 우ㄴ지는 은퇴했잖아,0
도인비 포즈 뭐노,0
우지 개쩌네,0
구단로고는 못쓰나보네,0
해외 팩 나오면 전성기 페이커나오면 스탯 얼마뜬다 보냐,0
감독만 잘만나면 우승해도 이상하지 않을듯,0
저번시즌에 이미 증명했잖음,0
호잇은 베릴한테밀리고나서 뛴지 너무오래되지않았냐 최하위권은 아니겠지만 중위권 절대안될듯,0
"딱 7,8등할듯",0
까지않을까,0
페이커는 이겨도 까임,0
누구,0
맴좆,1
ㄹㅇ 바텀은 둘이 번갈아가면서 거울치료 해야하긴함,0
원딜은 레벨 딸려서 cs수급이 진짜 최우선인데 cs먹는 것도 안되게 원딜보다 뒷포지션 잡고 심하면 탑허깅 쳐하는 새끼들은 걍 서폿할 자격이 없음,0
그래서 원딜출신 서폿 ㅈㄴ잘하잖아,0
ㄹㅇ 뭘 해야 원딜을 케어하는지 이해함,0
17엠비션은 좀,0
더샤이보다 기인이지,0
구라 안치고 서폿이 3명이노,0
근데 우지 돼지련이 있어서 납득가는 구성이긴 함,0
유틸3명에 더샤이 우지가 딜넣어봐 그게 최강팀이지,0
뇌가 여러개라 역효과일거 같음 14마타 하나로 퉁치고 피지컬 위주로 가는게 더 좋을거 같은데,0
내 아이를 임신해줘,0
부끄러ㅠㅠ,0
그웬뷰지 헝겊뷰지,1
헝겊이머야,0
아니 중졸이냐 천 모름 니 옷만들때쓰는 천,0
그웬이학교없어인형이라서,0
존나 재밌겠네,0
찰져서 바로 유행어 되긴 했어,0
쟤네는 애초에 마스터 이상이 별로 없을텐데,0
천룡인섭 다이아= 챌 하위권,0
웬 병신새끼가,1
꼬추 벅벅),0
화약통을 쐈씁니다,0
티어 어디냐 왜 상대가 걍 다맞아주노,0
갱플 인피가면 1.25x1.25 이렇게들감?,0
더샤이 스스로 캐리해야한다는 생각이 커서 무리 너무 많이 했음 스스로 무너졌지 김군은 잘 받아쳤고,0
젠지 선발전이어도 직행은 확정임 시드만 달라지지,0
lng edg임,0
"팀탓하면 팀이 나르 분노 고려 없이 싸워서 지는거고 자기탓하면 라인전 우위, 한타 때 분노 관리 못해서 그런거임",0
ㅋㅋ 오따뀨,0
인사안받음던질게 <~ 친추친추,0
젠지랑 스크림 한 팀은 항상 벤픽이 좆망했지. 그 예가 농심과 펀플,0
감유지만 해야지 밴픽 신경쓰지말고,0
웃긴게 양가 짜르니까 t1이랑 담원 서로 윈윈함 ㅋㅋㅋㅋㅋ,0
페까 병신들이 많잖아,1
이건 뭔 병신같은 소리냐 ㅋㅋ,1
그 갤에다가 주딱 먹는다고 글 쓰고 많은 사람들의 동의 얻어서 임대갤같은 곳에 올리면 알바가 줄껄,0
7일동안 빠짐없이 1번씩 글작성 (고닉만) 정전갤이면 그냥 가능 정전갤 아니면 다수의 동의 필요 보통은 념글갈정도면 됨,0
그다음 동의글에 신고 누르고 마이너갤 위임신청 ㅇㅇ,0
글 7일동안 쓰고 매니저 위임을 신청합니다 한다음 신고 하고 그글 념글 가면 됨,0
댓글로 동의합니다 적어달라하면됨,0
시즌기준으로 카드가나뉘지,0
솔직히 그냥 풋볼매니저처럼 나와야지....,0
니가 슼을 희망이라고 보기 싫은거겠지,0
ㄹㅇ',0
순,0
후자는 고문이잖아,0
전자 걍 내가 강간하면됨,1
뺨 몇대 맞고 정복자 터져서 역관광각,0
후자는 고문인대....,0
16이 롤의 신으로 나오겠지,0
FM 안해봤냐? FM에 15페이커 16페이커가 어딨어,0
fm이 말이 그렇다는거지 그냥 똑같겠냐 저능아새기야 좀ㅋㅋㅋㅋ,1
지가 틀려놓고 지적한사람한테 저능아라고하는 모습 잘봤습니다^^,0
15는 팀이 역체고 페이커 개인기량은 16이 최고니까 그렇지ㅋㅋ,0
15보다 16즙이 더 강하니까,0
도인비가 낫네,0
드레드는 3년차 표식은 2년차일텐데,0
담원 롤드컵 우승 ㅅㄱ,0
븅신 대깨맥검거ㅋㅋㅋㅋㅋ,1
대깨맥들은 그리핀때 했던게 있으니까 믿어본다고 거꾸로 생각하는중이던데 ㄹㅇ대가리깨짐,0
좆문가들 작년 msc우승 슥 점치던애들임,1
매드가 유럽 1황은 맞아,0
ㅋㅋ 제발 그랬으면 싶은 거겠지 양놈새끼들 ㅋㅋ,0
자짤머임,0
8시,0
피씨방에서 2시간 밖에 못하겠네 ㅋㅋ,0
아무리 그래도 이번시즌 루키에 비비기엔 페이커한테 실례던데,0
거의 18 페이커급으로 루키 커리어에서 젤못했잖아,0
팀차이임,0
팀차이 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
